id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license,rating,bedrooms,beds,baths
20118,Rental unit in Brooklyn · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,863573,Osman,Brooklyn,Cypress Hills,40.67963,-73.86817,Private room,65,30,3,1/2/2018,0.04,1,60,0,No License,5,1,1,1
20119,Rental unit in Staten Island · ★4.65 · 2 bedrooms · 3 beds · 1 shared bath,113295877,Jonathan,Staten Island,Tompkinsville,40.63525,-74.09086,Private room,52,30,48,9/22/2023,1.51,4,160,12,No License,4.65,2,3,1
20120,Rental unit in Brooklyn · ★4.75 · 1 bedroom · 1 bed · 1 shared bath,344299101,Roberto,Brooklyn,East New York,40.67086,-73.87801,Private room,55,30,4,10/9/2023,0.32,7,364,3,No License,4.75,1,1,1
20121,Rental unit in Brooklyn · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,59089906,Monty,Brooklyn,East New York,40.67076,-73.87743,Private room,70,30,5,1/31/2023,0.19,5,365,1,No License,5,1,1,1
20122,Home in Queens · ★4.89 · 1 bedroom · 2 beds · 1 bath,329475936,Angel,Queens,Rosedale,40.66166,-73.73932,Entire home/apt,75,30,35,8/27/2023,1.14,2,89,6,No License,4.89,1,2,1
20123,Rental unit in Queens · ★4.83 · 1 bedroom · 2 beds · 1 shared bath,10910171,Melissa,Queens,Rockaway Beach,40.58618,-73.81674,Shared room,100,30,423,9/4/2023,4.72,1,0,47,No License,4.83,1,2,1
20124,Guest suite in Queens · ★4.53 · Studio · 1 bed · 1 bath,73510171,Joshua,Queens,Jamaica,40.67763,-73.78272,Entire home/apt,90,30,76,9/21/2023,2.37,1,346,9,No License,4.53,Studio,1,1
20125,Rental unit in Queens · ★4.41 · 1 bedroom · 1 bed · 1 bath,73564528,Sha,Queens,St. Albans,40.69396,-73.75638,Entire home/apt,100,30,44,10/16/2023,1.18,2,179,16,No License,4.41,1,1,1
20126,Home in Jamaica  · ★4.62 · 1 bedroom · 1 bed · 1 private bath,105762561,Kim,Queens,Jamaica,40.69163,-73.78447,Private room,85,30,21,1/7/2020,0.36,3,365,0,No License,4.62,1,1,1
20127,Guest suite in Queens · ★4.76 · 1 bedroom · 2 beds · 1 bath,425941907,Damilola,Queens,Springfield Gardens,40.66258,-73.76432,Entire home/apt,130,30,34,10/29/2023,2.11,1,364,21,No License,4.76,1,2,1
20128,Home in Queens · ★4.90 · 3 bedrooms · 3 beds · 4 baths,475832490,Kong,Queens,Flushing,40.75539207,-73.81716367,Private room,300,30,39,11/25/2023,3.71,4,126,39,No License,4.9,3,3,4
20129,Rental unit in Queens · ★4.78 · Studio · 2 beds · 1 bath,487616169,Maria,Queens,Bayside,40.75321,-73.76898,Entire home/apt,103,30,27,9/18/2023,2.04,1,89,24,No License,4.78,Studio,2,1
20130,Home in Queens · ★4.52 · 1 bedroom · 4 beds · 1 bath,246923606,Yunis,Queens,Jamaica,40.67765,-73.79804,Entire home/apt,113,30,33,8/20/2023,1.76,2,364,9,No License,4.52,1,4,1
20131,Rental unit in Briarwood · ★4.54 · 1 bedroom · 1 bed · 2 baths,1947974,Constance F.,Queens,Briarwood,40.71044,-73.81703,Private room,75,30,13,1/1/2017,0.09,2,365,0,No License,4.54,1,1,2
20132,Loft in Queens · ★5.0 · 1 bedroom · 1 bed · 1 bath,436205980,Youssef,Queens,East Elmhurst,40.76381,-73.8905,Entire home/apt,98,30,8,5/1/2022,0.37,1,308,0,No License,5,1,1,1
20133,Guesthouse in Queens · ★4.54 · 1 bedroom · 1 bed · 1 bath,179383012,Edelmira,Queens,Flushing,40.74525,-73.82951,Entire home/apt,85,30,50,10/21/2023,2.78,4,364,25,No License,4.54,1,1,1
20134,Home in Brooklyn · ★4.94 · 2 bedrooms · 2 beds · 1 bath,476314929,Cynthia,Brooklyn,East New York,40.66108582,-73.8978085,Entire home/apt,160,3,16,1/4/2024,2.16,1,359,16,OSE-STRREG-0000380,4.94,2,2,1
20135,Rental unit in Queens · ★4.72 · 1 bedroom · 2 beds · 1 bath,8252253,Nofit,Queens,Briarwood,40.71064619,-73.81583512,Entire home/apt,75,30,25,10/31/2023,1.57,1,364,20,No License,4.72,1,2,1
20136,Home in Brooklyn · ★4.83 · 1 bedroom · 1 bed · 1.5 baths,104836016,Qingming,Brooklyn,Bay Ridge,40.63797,-74.02379,Private room,51,30,6,12/17/2023,0.24,5,353,4,No License,4.83,1,1,1.5
20137,Home in Queens · ★4.76 · 1 bedroom · 1 bed · 1 bath,220129825,Carlton,Queens,Jamaica,40.67265,-73.78085,Entire home/apt,88,30,320,11/2/2023,5.1,1,179,9,No License,4.76,1,1,1
20138,Rental unit in Queens · ★4.48 · 1 bedroom · 2 beds · 1 bath,446049347,Nabeel,Queens,St. Albans,40.70406,-73.76931,Entire home/apt,69,30,93,9/20/2023,4.08,1,148,38,No License,4.48,1,2,1
20139,Rental unit in Brooklyn · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,5853457,Stanley,Brooklyn,Borough Park,40.64225,-73.99778,Private room,44,30,8,10/3/2023,0.27,6,365,4,No License,5,1,1,1
20140,Home in Staten Island  · ★4.86 · 1 bedroom · 1 bed · 1 shared bath,356623718,Aicha,Staten Island,Tompkinsville,40.63351717,-74.092511,Private room,75,3,14,11/6/2023,0.46,8,365,4,OSE-STRREG-0000526,4.86,1,1,1
20141,Home in Queens · ★4.81 · 1 bedroom · 1 bed · 2 shared baths,263504959,David,Queens,Woodhaven,40.69324,-73.86437,Private room,55,30,31,10/18/2019,0.56,8,0,0,No License,4.81,1,1,2
20142,Townhouse in Queens · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,74331597,Nickesha,Queens,St. Albans,40.685,-73.76792,Private room,66,30,6,7/2/2023,0.22,2,365,1,No License,5,1,1,1
20143,Rental unit in Queens · ★4.63 · 2 bedrooms · 2 beds · 1 bath,35022070,Grand Scale,Queens,Flushing,40.76542336,-73.8261291,Entire home/apt,153,30,16,9/27/2023,1.71,1,364,16,No License,4.63,2,2,1
20144,Home in Queens · ★4.74 · 3 bedrooms · 3 beds · 2 baths,485728963,Chung Cheng,Queens,Flushing,40.74582,-73.81909,Private room,269,2,35,12/20/2023,2.5,1,164,29,OSE-STRREG-0000357,4.74,3,3,2
20145,Home in Staten Island · ★4.74 · 1 bedroom · 2 beds · 1 private bath,32909880,Andrea,Staten Island,West Brighton,40.63042,-74.10299,Private room,109,4,38,12/29/2023,1.44,1,323,18,OSE-STRREG-0000622,4.74,1,2,1
20146,Rental unit in Brooklyn · ★4.64 · 1 bedroom · 2 beds · 1 shared bath,47782497,Debbie,Brooklyn,East New York,40.66867,-73.87824,Private room,55,30,14,8/7/2023,0.26,7,358,2,No License,4.64,1,2,1
20147,Townhouse in Brooklyn · ★4.98 · 1 bedroom · 1 bed · 1 shared bath,31675601,Sophie,Brooklyn,Bay Ridge,40.62562943,-74.02896881,Private room,65,30,62,10/12/2023,0.59,4,75,2,No License,4.98,1,1,1
20148,Home in Richmond Hill · ★4.98 · 1 bedroom · 1 bed · 1 bath,22420999,Herman,Queens,Richmond Hill,40.69579,-73.83174,Private room,45,30,45,11/15/2023,0.46,3,330,12,No License,4.98,1,1,1
20149,Guesthouse in Queens · ★4.29 · 1 bedroom · 2 beds · 1 bath,314302433,Charmine,Queens,Rosedale,40.656,-73.73772,Entire home/apt,99,30,14,11/27/2023,1.09,1,271,12,No License,4.29,1,2,1
20150,Rental unit in Queens · ★4.94 · 1 bedroom · 1 shared bath,71717596,Beth,Queens,Rockaway Beach,40.58809,-73.81255,Shared room,108,30,204,9/5/2023,2.2,1,89,27,No License,4.94,1,1,1
20151,Rental unit in Staten Island · ★4.33 · 2 bedrooms · 2 beds · 1 bath,314978616,Timothy,Staten Island,St. George,40.6425504,-74.0837443,Entire home/apt,95,30,6,10/1/2023,1.46,1,89,6,No License,4.33,2,2,1
20152,Home in Queens · ★4.50 · 2 bedrooms · 2 beds · 2 baths,80772186,Joe,Queens,Jamaica,40.6983039,-73.7831269,Private room,180,30,6,12/3/2023,1.22,2,269,6,OSE-STRREG-0000984,4.5,2,2,2
20153,Rental unit in Queens · 2 bedrooms · 1 bed · 1 bath,256064193,Javaughn,Queens,Laurelton,40.67547319,-73.74796066,Entire home/apt,145,30,1,3/10/2023,0.1,1,364,1,No License,No rating,2,1,1
20154,Vacation home in Queens · ★4.79 · 1 bedroom · 2 beds · 1 bath,388759271,Gabriela,Queens,East Elmhurst,40.764149,-73.862167,Entire home/apt,170,30,34,12/2/2023,1.64,2,364,13,No License,4.79,1,2,1
20155,Home in Queens  · ★4.60 · 1 bedroom · 2 beds · 1 private bath,42814202,Irina,Queens,Fresh Meadows,40.74259,-73.78752,Private room,107,30,72,9/11/2022,0.78,6,179,0,No License,4.6,1,2,1
20156,Townhouse in Queens · ★4.82 · 2 bedrooms · 2 beds · 1 bath,224687317,Sida,Queens,East Elmhurst,40.76578,-73.88473,Entire home/apt,180,30,17,9/10/2023,1.16,5,355,12,No License,4.82,2,2,1
20157,Rental unit in Jamaica · ★4.87 · 1 bedroom · 1 bed · 1 bath,103450258,Asaf,Queens,Briarwood,40.71561,-73.81844,Entire home/apt,84,30,46,9/25/2023,0.54,4,365,10,No License,4.87,1,1,1
20158,Townhouse in Brooklyn  · ★4.89 · 1 bedroom · 1 bed · 1 shared bath,308020665,Michael,Brooklyn,East New York,40.6677345,-73.8860245,Private room,75,30,122,3/21/2023,2.5,1,363,2,No License,4.89,1,1,1
20159,Rental unit in Brooklyn · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,125620407,Ahnaf,Brooklyn,Kensington,40.64253162,-73.98587282,Private room,100,30,4,9/10/2023,0.58,8,364,4,No License,5,1,1,1
20160,Rental unit in Bronx · ★4.73 · 1 bedroom · 1 bed · 1.5 shared baths,444364795,Ramona,Bronx,Kingsbridge,40.86299822,-73.90305611,Private room,38,30,11,11/10/2023,2.41,1,334,11,No License,4.73,1,1,1.5
20161,Rental unit in Queens · ★4.74 · 4 bedrooms · 4 beds · 1 bath,31916657,Rosario,Queens,East Elmhurst,40.76499,-73.87628,Entire home/apt,125,30,172,10/22/2023,1.64,1,365,12,No License,4.74,4,4,1
20162,Townhouse in Bronx · ★4.33 · 2 bedrooms · 3 beds · 1 bath,39097380,Raz,Bronx,Clason Point,40.80656327,-73.8497768,Entire home/apt,115,30,6,10/16/2023,0.23,2,364,1,No License,4.33,2,3,1
20163,Home in Queens · ★4.57 · 1 bedroom · 1 bed · 1 shared bath,498573400,Casimir,Queens,St. Albans,40.69432187,-73.76438761,Private room,200,30,7,9/5/2023,0.71,2,364,7,No License,4.57,1,1,1
20164,Home in Staten Island · ★4.86 · 1 bedroom · 1 bed · 1 shared bath,12258594,Rosa,Staten Island,St. George,40.64378,-74.0846,Private room,66,30,14,3/1/2020,0.19,2,179,0,No License,4.86,1,1,1
20165,Guest suite in Queens · ★4.95 · 1 bedroom · 1 bed · 1 bath,454744425,Alexandra,Queens,East Elmhurst,40.76832,-73.87826,Entire home/apt,75,30,58,11/12/2023,2.83,1,177,31,No License,4.95,1,1,1
20166,Home in Queens · ★4.75 · 3 bedrooms · 7 beds · 2 baths,20912691,Jeff,Queens,Jamaica,40.71107,-73.78388,Entire home/apt,125,30,36,11/29/2023,0.55,8,149,3,No License,4.75,3,7,2
20167,Rental unit in Brooklyn · ★4.73 · 1 bedroom · 1 bed · 1 shared bath,385782494,Wendell,Brooklyn,East New York,40.67542,-73.88424,Private room,70,2,52,12/8/2023,1.6,2,170,19,OSE-STRREG-0000598,4.73,1,1,1
20168,Rental unit in Queens · ★4.58 · 1 bedroom · 1 bed · 1.5 shared baths,492034586,Chinith M,Queens,Woodhaven,40.68935668,-73.86519136,Private room,33,30,19,10/31/2023,1.52,2,39,18,No License,4.58,1,1,1.5
20169,Rental unit in Brooklyn · ★4.88 · 3 bedrooms · 1 bed · 1.5 baths,93011199,Leslie,Brooklyn,Bay Ridge,40.63136,-74.02884,Private room,61,30,43,9/5/2023,2.56,2,89,22,No License,4.88,3,1,1.5
20170,Rental unit in Brooklyn  · ★4.79 · 1 bedroom · 1 bed · 1 shared bath,22926868,Xenia,Brooklyn,Sunset Park,40.64642,-74.00044,Private room,46,30,68,11/29/2023,0.76,3,59,5,No License,4.79,1,1,1
20171,Rental unit in Brooklyn · 1 bedroom · 1 bed · 1 shared bath,306503633,Darsha,Brooklyn,Flatlands,40.62285302,-73.9334161,Private room,36,30,2,7/31/2023,0.24,5,362,2,No License,No rating,1,1,1
20172,Home in Queens · ★4.70 · 1 bedroom · 2 beds · 1 bath,92892590,Roni,Queens,St. Albans,40.69529,-73.78022,Entire home/apt,110,30,60,11/5/2023,0.69,1,179,34,No License,4.7,1,2,1
20173,Place to stay in Queens · ★4.98 · 1 bedroom · 1 bed · 1 bath,304726994,Brant,Queens,Jamaica,40.66885,-73.77207,Entire home/apt,123,30,46,9/21/2023,2.16,1,365,19,No License,4.98,1,1,1
20174,Condo in Brooklyn · ★4.89 · 1 bedroom · 1 bed · 1 private bath,172103271,Yali,Brooklyn,Gravesend,40.60625,-73.9884,Private room,109,1,57,12/28/2023,2.98,4,84,34,OSE-STRREG-0000268,4.89,1,1,1
20175,Home in Brooklyn · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,258289017,Umme Salma,Brooklyn,Cypress Hills,40.67982,-73.86368,Private room,41,30,3,8/20/2023,0.22,7,311,2,No License,5,1,1,1
20176,Rental unit in Staten Island · ★4.0 · 1 bedroom · 1 bed · 1 shared bath,33500990,Chian-TiLung,Staten Island,St. George,40.64024,-74.08538,Private room,55,30,7,1/7/2023,0.29,1,365,1,No License,4,1,1,1
20177,Home in Queens · ★4.63 · 1 bedroom · 1 bed · 1.5 shared baths,41464891,Emmanuel,Queens,Flushing,40.76459,-73.80725,Private room,49,30,8,9/30/2023,0.09,6,365,1,No License,4.63,1,1,1.5
20178,Rental unit in Brooklyn · ★4.35 · 1 bedroom · 1 bed · 1 private bath,363928053,Chida,Brooklyn,Kensington,40.64165,-73.97976,Private room,55,30,20,10/16/2023,0.72,8,183,5,No License,4.35,1,1,1
20179,Home in Queens · ★4.35 · 1 bedroom · 1 bed · 1 shared bath,107272884,Lynn L,Queens,Richmond Hill,40.69631,-73.84674,Private room,40,30,17,10/30/2023,0.3,4,152,3,No License,4.35,1,1,1
20180,Rental unit in Staten Island · ★4.79 · 1 bedroom · 1 bed · 1 bath,427458930,Oscar,Staten Island,Shore Acres,40.61353,-74.06335,Entire home/apt,190,30,95,10/17/2023,6.06,2,364,65,No License,4.79,1,1,1
20181,Home in Staten Island · ★4.80 · 1 bedroom · 1 bed · 1 private bath,210843289,Tajudeen,Staten Island,Mariners Harbor,40.63206,-74.15362,Private room,80,30,236,9/4/2023,3.73,1,89,21,No License,4.8,1,1,1
20182,Guest suite in Queens · ★4.81 · 1 bedroom · 1 bed · 1 bath,435821587,Annushka,Queens,Jamaica,40.68413,-73.79642,Entire home/apt,100,30,75,10/3/2023,4.46,1,62,50,No License,4.81,1,1,1
20183,Townhouse in Brooklyn · ★4.86 · 1 bedroom · 2 shared baths,43825074,Masud,Brooklyn,Cypress Hills,40.68824,-73.87588,Private room,32,30,7,8/27/2023,0.18,7,89,3,No License,4.86,1,1,2
20184,Rental unit in Brooklyn · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,78672740,Shamaine,Brooklyn,Flatbush,40.64706,-73.96762,Private room,80,30,4,9/20/2023,0.63,2,114,4,No License,5,1,1,1
20185,Rental unit in Staten Island · 1 bedroom · 2 beds · 1 bath,15535829,Jay,Staten Island,West Brighton,40.63204715,-74.11462159,Entire home/apt,87,30,1,11/1/2023,0.45,2,360,1,No License,No rating,1,2,1
20186,Home in Queens · ★4.74 · 1 bedroom · 1 bed · 1 bath,179622857,Hillary,Queens,Jamaica,40.68458,-73.76196,Entire home/apt,120,30,113,10/29/2023,6.05,1,364,73,No License,4.74,1,1,1
20187,Rental unit in Queens · ★4.23 · 1 bedroom · 1 bed · 1 bath,253977488,Rayees,Queens,East Elmhurst,40.76507309,-73.88871865,Entire home/apt,100,30,13,8/2/2023,1.16,1,179,13,No License,4.23,1,1,1
20188,Rental unit in Queens · ★4.91 · 1 bedroom · 1 bed · 1 bath,177199785,Issa,Queens,Jamaica,40.7054029,-73.8042602,Entire home/apt,119,30,45,5/29/2023,2.74,1,89,22,No License,4.91,1,1,1
20189,Home in Queens · ★4.86 · Studio · 2 beds · 1 bath,364506884,Karen,Queens,St. Albans,40.69022,-73.7603,Entire home/apt,105,30,97,10/14/2023,2.49,2,244,18,No License,4.86,Studio,2,1
20190,Home in Bronx · ★4.70 · 1 bedroom · 1 bed · 1 shared bath,5704932,Victor,Bronx,Fordham,40.86684,-73.88782,Private room,35,30,27,12/23/2023,0.51,5,309,3,No License,4.7,1,1,1
20191,Home in Brooklyn · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,462877490,Diana,Brooklyn,Cypress Hills,40.68751,-73.87228,Private room,40,30,7,9/18/2023,0.49,4,364,5,No License,5,1,1,1
20192,Rental unit in Queens · 1 bedroom · 1 bed · 1 shared bath,207622517,Andrzej,Queens,Woodhaven,40.69623082,-73.86029867,Private room,45,30,1,3/22/2023,0.1,4,364,1,No License,No rating,1,1,1
20193,Rental unit in Queens · ★4.88 · 1 bedroom · 1 bed · 1 shared bath,17889038,Piero,Queens,Ridgewood,40.70154,-73.89604,Private room,90,30,50,8/12/2023,1.59,1,365,9,No License,4.88,1,1,1
20194,Home in Queens · ★4.64 · 2 bedrooms · 2 beds · 1 bath,483068348,Wellstead,Queens,St. Albans,40.69914301,-73.77993874,Entire home/apt,185,30,25,9/5/2023,2.02,1,365,24,No License,4.64,2,2,1
20195,Rental unit in The Bronx · ★4.73 · 1 bedroom · 1 bed · 1 shared bath,211136294,Sharon,Bronx,Schuylerville,40.83667755,-73.83421326,Private room,80,30,113,9/29/2023,2.65,9,90,32,No License,4.73,1,1,1
20196,Home in The Bronx · ★4.84 · 1 bedroom · 1 bed · 1.5 shared baths,148525638,Tuan,Bronx,Allerton,40.86237,-73.85278,Private room,68,30,45,8/21/2023,0.85,2,350,4,No License,4.84,1,1,1.5
20197,Guest suite in Staten Island · ★4.50 · 2 bedrooms · 1 bed · 1 bath,3625735,Marianne,Staten Island,Concord,40.60194,-74.09024,Private room,70,30,29,7/17/2018,0.21,3,359,0,No License,4.5,2,1,1
20198,Home in Queens · ★5.0 · 1 bedroom · 1 bed · 1 bath,64456945,Bridgette,Queens,St. Albans,40.69392377,-73.76921296,Entire home/apt,110,30,4,9/5/2023,0.21,4,355,3,No License,5,1,1,1
20199,Villa in Queens · 3 bedrooms · 5 beds · 3 baths,482412363,Chris,Queens,East Elmhurst,40.76720878,-73.90061918,Entire home/apt,304,30,1,11/24/2023,0.68,1,347,1,No License,No rating,3,5,3
20200,Rental unit in Queens · ★5.0 · 2 bedrooms · 4 beds · 1 bath,358433214,Curtis,Queens,East Elmhurst,40.76359186,-73.87611086,Entire home/apt,135,30,5,11/6/2023,1.2,2,365,5,No License,5,2,4,1
20201,Rental unit in Brooklyn · ★4.69 · 1 bedroom · 1 bed · 2 baths,442877665,Michael,Brooklyn,Flatlands,40.62004,-73.93224,Private room,110,30,13,8/28/2023,0.68,1,364,4,No License,4.69,1,1,2
20202,Rental unit in Queens · ★5.0 · 1 bedroom · 2 beds · 1 shared bath,56265076,Andrea,Queens,Kew Gardens Hills,40.72052,-73.81048,Private room,50,30,11,10/31/2021,0.17,2,89,0,No License,5,1,2,1
20203,Home in Brooklyn · ★4.80 · 1 bedroom · 1 bed · 1 bath,405787712,Paula,Brooklyn,East New York,40.67810788,-73.87357049,Private room,50,30,10,8/28/2023,1.2,3,89,10,No License,4.8,1,1,1
20204,Townhouse in Brooklyn · ★5.0 · Studio · 1 bed · 1 bath,374968989,Emmanuel,Brooklyn,East Flatbush,40.63739,-73.9363578,Private room,88,2,7,1/5/2024,5,1,358,7,OSE-STRREG-0000787,5,Studio,1,1
20205,Guest suite in Queens · ★5.0 · 1 bedroom · 2 beds · 1 bath,378995497,Latoya,Queens,Rosedale,40.6564442,-73.73484073,Entire home/apt,119,30,53,11/2/2023,5.18,1,364,53,No License,5,1,2,1
20206,Home in Staten Island · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,44877955,Johanna,Staten Island,St. George,40.6393,-74.08305,Private room,40,30,14,8/7/2023,0.15,2,89,1,No License,5,1,1,1
20207,Home in Staten Island · ★4.79 · 1 bedroom · 1 bed · 1 bath,15523,Vadim,Staten Island,Tompkinsville,40.63139,-74.08169,Private room,71,30,24,10/8/2019,0.19,2,365,0,No License,4.79,1,1,1
20208,Guest suite in Queens · ★4.75 · 2 bedrooms · 3 beds · 1 bath,1209728,Ashraf,Queens,Bayside,40.75537,-73.77159,Entire home/apt,110,30,32,8/15/2023,1.22,1,364,6,No License,4.75,2,3,1
20209,Townhouse in Brooklyn · ★4.90 · 1 bedroom · 1 bed · 1 shared bath,118905457,Rafael,Brooklyn,Cypress Hills,40.67573,-73.8638,Private room,96,3,89,1/1/2024,5.03,2,364,62,OSE-STRREG-0000453,4.9,1,1,1
20210,Home in Staten Island · ★4.84 · 1 bedroom · 1 bed · 1 bath,15523,Vadim,Staten Island,Tompkinsville,40.63329,-74.08139,Private room,72,30,25,9/3/2018,0.27,2,365,0,No License,4.84,1,1,1
20211,Home in Queens · ★4.61 · 2 bedrooms · 4 beds · 1 bath,246923606,Yunis,Queens,Jamaica,40.6771116,-73.79659618,Entire home/apt,103,30,28,9/11/2023,2.64,2,364,28,No License,4.61,2,4,1
20212,Home in Queens · ★4.86 · 1 bedroom · 1 bed · 1 bath,422337306,Dewyane,Queens,Springfield Gardens,40.66607,-73.76119,Entire home/apt,88,30,50,11/11/2023,3.63,1,153,36,No License,4.86,1,1,1
20213,Condo in Queens · ★5.0 · 2 bedrooms · 1 bed · 1 bath,323298456,Shilpa,Queens,College Point,40.79178,-73.84608,Entire home/apt,105,30,3,12/26/2023,0.2,1,164,1,No License,5,2,1,1
20214,Home in Queens · ★4.71 · 1 bedroom · 1 bed · 1 bath,462287349,Claudio,Queens,South Ozone Park,40.67230825,-73.7908728,Entire home/apt,68,30,34,11/1/2023,3.39,4,0,34,No License,4.71,1,1,1
20215,Rental unit in Queens · ★4.83 · 1 bedroom · 1 bed · 1 private bath,53781263,Oscar,Queens,Ridgewood,40.70065,-73.90352,Private room,40,30,36,12/8/2023,0.52,1,69,7,No License,4.83,1,1,1
20216,Rental unit in Brooklyn · 1 bedroom · 1 bed · 1 shared bath,104836016,Qingming,Brooklyn,Bay Ridge,40.63833,-74.0259,Private room,53,30,2,9/30/2023,0.18,5,339,2,No License,No rating,1,1,1
20217,Rental unit in Staten Island · ★5.0 · 1 bedroom · 1 bed · 1 bath,469253894,Sarkis,Staten Island,Randall Manor,40.63497,-74.11395,Private room,75,30,4,10/20/2022,0.25,3,364,0,No License,5,1,1,1
20218,Guest suite in Queens · ★4.96 · 2 bedrooms · 4 beds · 1 bath,228567385,Clarabel,Queens,College Point,40.7915,-73.84947,Entire home/apt,159,30,85,9/5/2023,1.39,1,309,19,No License,4.96,2,4,1
20219,Home in Queens · ★4.67 · 1 bedroom · 1 bed · 1 bath,509602142,Karen,Queens,Flushing,40.74049684,-73.82522117,Entire home/apt,107,30,15,9/29/2023,1.79,2,89,15,No License,4.67,1,1,1
20220,Loft in Queens · ★4.96 · 2 bedrooms · 2 beds · 1 bath,70774951,Farhan,Queens,East Elmhurst,40.76873,-73.87977,Entire home/apt,221,30,48,9/4/2023,5.11,2,365,48,No License,4.96,2,2,1
20221,Rental unit in Queens · ★3.67 · 2 bedrooms · 3 beds · 1 bath,500342826,Jazmin,Queens,Flushing,40.76405,-73.83025,Entire home/apt,139,1,3,12/22/2023,3,1,201,3,Exempt,3.67,2,3,1
20222,Home in Queens · ★4.75 · Studio · 2 beds · 1 bath,134599908,Zhanna,Queens,Kew Gardens Hills,40.72248,-73.81372,Entire home/apt,96,30,44,11/27/2023,2.45,2,362,24,No License,4.75,Studio,2,1
20223,Home in Queens · ★4.90 · 1 bedroom · 2 beds · 1 bath,42814202,Irina,Queens,Fresh Meadows,40.74165619,-73.78777596,Entire home/apt,375,1,10,1/1/2024,0.66,6,361,7,OSE-STRREG-0000581,4.9,1,2,1
20224,Condo in Brooklyn · ★3.67 · 1 bedroom · 1 bed · 1 shared bath,209887985,Adrian,Brooklyn,East New York,40.65613,-73.87682,Private room,85,30,3,5/4/2023,0.19,3,309,2,No License,3.67,1,1,1
20225,casa particular in Queens · ★4.50 · 1 bedroom · 1 bed · 1 shared bath,478596025,Frank,Queens,Ozone Park,40.67964,-73.84401,Private room,80,30,12,1/1/2023,0.76,3,364,0,No License,4.5,1,1,1
20226,Home in Brooklyn  · 1 bedroom · 1 bed · 2 shared baths,43825074,Masud,Brooklyn,Cypress Hills,40.684,-73.87843,Private room,38,30,2,10/20/2023,0.05,7,179,1,No License,No rating,1,1,2
20227,Rental unit in Brooklyn · 1 bedroom · 1 bed · 1 shared bath,344299101,Roberto,Brooklyn,East New York,40.67054,-73.87763,Private room,49,30,1,1/7/2023,0.08,7,329,1,No License,No rating,1,1,1
20228,Rental unit in Flushing or east Elmhurst  · ★4.59 · 2 bedrooms · 4 beds · 1.5 baths,156948703,Asad,Queens,East Elmhurst,40.76905,-73.87366,Entire home/apt,150,30,406,9/10/2023,5.86,2,365,44,No License,4.59,2,4,1.5
20229,Rental unit in Queens · ★4.86 · 1 bedroom · 1 bed · 1 bath,434473645,Oshane,Queens,Laurelton,40.66723,-73.74651,Entire home/apt,105,30,92,9/24/2023,3.98,1,268,36,No License,4.86,1,1,1
20230,Tiny home in Queens · ★4.97 · 2 bedrooms · 3 beds · 1 bath,37740031,Wing,Queens,Howard Beach,40.65697,-73.83344,Private room,150,30,477,10/21/2023,4.72,1,152,45,OSE-STRREG-0000803,4.97,2,3,1
20231,Home in Queens · ★4.93 · 1 bedroom · 1 bed · 1.5 shared baths,336920496,Luis,Queens,Richmond Hill,40.6940283,-73.8442726,Private room,128,30,15,10/16/2023,1.69,2,179,15,No License,4.93,1,1,1.5
20232,Rental unit in Brooklyn · ★4.37 · 1 bedroom · 1 shared bath,118759821,Jonathan,Brooklyn,Sunset Park,40.6444249,-74.0020445,Private room,45,30,27,11/26/2023,3.31,2,152,27,No License,4.37,1,1,1
20233,Home in Queens · ★4.39 · 2 bedrooms · 1 bed · 1 shared bath,137838298,Norma,Queens,Jamaica,40.6807,-73.76825,Private room,100,30,23,11/11/2019,0.3,1,179,0,No License,4.39,2,1,1
20234,Home in Queens · 2 bedrooms · 2 beds · 1 shared bath,276647857,Sukhwinder,Queens,Richmond Hill,40.6883378,-73.8201954,Private room,150,30,1,8/31/2023,0.23,6,88,1,No License,No rating,2,2,1
20235,Home in Brooklyn · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,250376883,Gina,Brooklyn,Cypress Hills,40.68209457,-73.86422729,Private room,40,30,24,10/26/2023,1.37,2,179,22,No License,5,1,1,1
20236,Home in Queens · ★5.0 · 1 bedroom · 1 bath,39438060,Adrian,Queens,Laurelton,40.68203192,-73.74242969,Entire home/apt,65,30,4,10/21/2023,0.38,1,364,4,No License,5,1,1,1
20237,Home in Queens · 1 bedroom · 1 bed · 1 shared bath,490742719,Lina,Queens,College Point,40.79397589,-73.84248994,Shared room,37,30,2,9/11/2023,0.48,2,89,2,No License,No rating,1,1,1
